texte,quantity_kg,article_context,machine_context
Ingrédient : PAC coagulant tour de formation,116.328,,
Ingrédient : PAC coagulant tour de formation (kg/t),29.684,,
Ingrédient : PAC coagulant tour de formation kg/t papier,90.396,,
Ingrédient : PAC coagulant tour de formation machine PM,240.882,,
Ingrédient : PAC coagulant tour de formation ratio,131.83,,
Ingrédient : PAC coagulant tour de formation tour formation,20.909,,
Ingrédient : PAC coagulant tour de formation wet end,306.54,,
Ingrédient : PAC coagulant tour de formation — ligne papier,309.297,,
Ingrédient : PAC kg/t papier,164.836,,
Ingrédient : PAC machine PM,86.068,,
Ingrédient : PAC ratio,42.67,,
Ingrédient : PAC tour formation,101.934,,
Ingrédient : PAC wet end,128.149,,
Ingrédient : PAC — ligne papier,392.537,,
Ingrédient : Polymère clarification flottation Krofta,498.561,,
Ingrédient : Polymère clarification flottation Krofta (kg/t),401.102,,
Ingrédient : Polymère clarification flottation Krofta kg/t papier,406.184,,
Ingrédient : Polymère clarification flottation Krofta machine PM,437.408,,
Ingrédient : Polymère clarification flottation Krofta ratio,457.764,,
Ingrédient : Polymère clarification flottation Krofta tour formation,259.54,,
Ingrédient : Polymère clarification flottation Krofta wet end,91.434,,
Ingrédient : Polymère clarification flottation Krofta — ligne papier,109.724,,
Ingrédient : Prestige cleaning aids Ratio (prestige),421.62,,
Ingrédient : Prestige cleaning aids Ratio (prestige) (kg/t),429.535,,
Ingrédient : Prestige cleaning aids Ratio (prestige) kg/t papier,115.55,,
Ingrédient : Prestige cleaning aids Ratio (prestige) machine PM,390.284,,
Ingrédient : Prestige cleaning aids Ratio (prestige) ratio,222.36,,
Ingrédient : Prestige cleaning aids Ratio (prestige) tour formation,179.706,,
Ingrédient : Prestige cleaning aids Ratio (prestige) wet end,273.108,,
Ingrédient : Prestige cleaning aids Ratio (prestige) — ligne papier,233.319,,
Ingrédient : Prestige nettoyage filtre / circuit,489.326,,
Ingrédient : Prestige nettoyage filtre / circuit (kg/t),56.154,,
Ingrédient : Prestige nettoyage filtre / circuit kg/t papier,105.629,,
Ingrédient : Prestige nettoyage filtre / circuit machine PM,146.677,,
Ingrédient : Prestige nettoyage filtre / circuit ratio,36.215,,
Ingrédient : Prestige nettoyage filtre / circuit tour formation,497.175,,
Ingrédient : Prestige nettoyage filtre / circuit wet end,428.731,,
Ingrédient : Prestige nettoyage filtre / circuit — ligne papier,157.619,,
Ingrédient : retention aids fines et charges,239.496,,
Ingrédient : retention aids fines et charges (kg/t),392.778,,
Ingrédient : retention aids fines et charges kg/t papier,123.165,,
Ingrédient : retention aids fines et charges machine PM,436.855,,
Ingrédient : retention aids fines et charges ratio,288.215,,
Ingrédient : retention aids fines et charges tour formation,353.638,,
Ingrédient : retention aids fines et charges wet end,438.054,,
Ingrédient : retention aids fines et charges — ligne papier,178.246,,
Ingrédient : Retention aids ratio,427.346,,
Ingrédient : Retention aids ratio (kg/t),144.672,,
Ingrédient : Retention aids ratio kg/t papier,211.044,,
Ingrédient : Retention aids ratio machine PM,235.309,,
Ingrédient : Retention aids ratio ratio,360.143,,
Ingrédient : Retention aids ratio tour formation,81.87,,
Ingrédient : Retention aids ratio wet end,396.803,,
Ingrédient : Retention aids ratio — ligne papier,94.184,,
Ingrédient : Rétention aids ratio ligne production,357.303,,
Ingrédient : Rétention aids ratio ligne production (kg/t),397.263,,
Ingrédient : Rétention aids ratio ligne production kg/t papier,93.116,,
Ingrédient : Rétention aids ratio ligne production machine PM,109.783,,
Ingrédient : Rétention aids ratio ligne production ratio,353.3,,
Ingrédient : Rétention aids ratio ligne production tour formation,475.327,,
Ingrédient : Rétention aids ratio ligne production wet end,149.048,,
Ingrédient : Rétention aids ratio ligne production — ligne papier,358.086,,
Ingrédient : Size Press,391.059,,
Ingrédient : Size Press (kg/t),168.977,,
Ingrédient : Size Press kg/t papier,403.167,,
Ingrédient : Size Press machine PM,373.083,,
Ingrédient : Size Press ratio,67.797,,
Ingrédient : Size Press tour formation,197.043,,
Ingrédient : Size Press wet end,432.067,,
Ingrédient : Size Press — ligne papier,342.407,,
Ingrédient : Sizing Kraft (Agent collage ASA),348.552,,
Ingrédient : Sizing Kraft (Agent collage ASA) (kg/t),102.065,,
Ingrédient : Sizing Kraft (Agent collage ASA) kg/t papier,404.326,,
Ingrédient : Sizing Kraft (Agent collage ASA) machine PM,270.37,,
Ingrédient : Sizing Kraft (Agent collage ASA) ratio,331.091,,
Ingrédient : Sizing Kraft (Agent collage ASA) tour formation,428.56,,
Ingrédient : Sizing Kraft (Agent collage ASA) wet end,444.301,,
Ingrédient : Sizing Kraft (Agent collage ASA) — ligne papier,52.426,,
Ingrédient : Sizing PPO (Agent de collage),297.963,,
Ingrédient : Sizing PPO (Agent de collage) (kg/t),30.818,,
Ingrédient : Sizing PPO (Agent de collage) kg/t papier,441.99,,
Ingrédient : Sizing PPO (Agent de collage) machine PM,227.264,,
Ingrédient : Sizing PPO (Agent de collage) ratio,343.683,,
Ingrédient : Sizing PPO (Agent de collage) tour formation,5.223,,
Ingrédient : Sizing PPO (Agent de collage) wet end,295.689,,
Ingrédient : Sizing PPO (Agent de collage) — ligne papier,260.364,,
Ingrédient : Sizing PPO collage humide TestLiner,436.687,,
Ingrédient : Sizing PPO collage humide TestLiner (kg/t),306.154,,
Ingrédient : Sizing PPO collage humide TestLiner kg/t papier,475.487,,
Ingrédient : Sizing PPO collage humide TestLiner machine PM,186.141,,
Ingrédient : Sizing PPO collage humide TestLiner ratio,64.527,,
Ingrédient : Sizing PPO collage humide TestLiner tour formation,480.533,,
Ingrédient : Sizing PPO collage humide TestLiner wet end,396.454,,
Ingrédient : Sizing PPO collage humide TestLiner — ligne papier,123.989,,
Ingrédient : Starch cationic ratio,435.651,,
Ingrédient : Starch cationic ratio (kg/t),490.625,,
Ingrédient : Starch cationic ratio kg/t papier,246.568,,
Ingrédient : Starch cationic ratio machine PM,409.588,,
Ingrédient : Starch cationic ratio masse,148.934,,
Ingrédient : Starch cationic ratio masse (kg/t),129.764,,
Ingrédient : Starch cationic ratio masse kg/t papier,328.25,,
Ingrédient : Starch cationic ratio masse machine PM,225.618,,
Ingrédient : Starch cationic ratio masse ratio,451.118,,
Ingrédient : Starch cationic ratio masse tour formation,487.066,,
Ingrédient : Starch cationic ratio masse wet end,181.975,,
Ingrédient : Starch cationic ratio masse — ligne papier,96.709,,
Ingrédient : Starch cationic ratio ratio,403.281,,
Ingrédient : Starch cationic ratio tour formation,415.224,,
Ingrédient : Starch cationic ratio wet end,459.107,,
Ingrédient : Starch cationic ratio — ligne papier,433.551,,
Ingrédient : starch cationic — masse humide,421.873,,
Ingrédient : starch cationic — masse humide (kg/t),201.069,,
Ingrédient : starch cationic — masse humide kg/t papier,160.184,,
Ingrédient : starch cationic — masse humide machine PM,292.828,,
Ingrédient : starch cationic — masse humide ratio,427.896,,
Ingrédient : starch cationic — masse humide tour formation,137.925,,
Ingrédient : starch cationic — masse humide wet end,314.73,,
Ingrédient : starch cationic — masse humide — ligne papier,100.715,,
Ingrédient : Starch oxidized ratio,393.321,,
Ingrédient : Starch oxidized ratio (kg/t),378.191,,
Ingrédient : Starch oxidized ratio kg/t papier,84.719,,
Ingrédient : Starch oxidized ratio machine PM,194.778,,
Ingrédient : Starch oxidized ratio ratio,23.512,,
Ingrédient : Starch oxidized ratio surface sèche,378.356,,
Ingrédient : Starch oxidized ratio surface sèche (kg/t),1.662,,
Ingrédient : Starch oxidized ratio surface sèche kg/t papier,412.801,,
Ingrédient : Starch oxidized ratio surface sèche machine PM,306.583,,
Ingrédient : Starch oxidized ratio surface sèche ratio,179.228,,
Ingrédient : Starch oxidized ratio surface sèche tour formation,352.125,,
Ingrédient : Starch oxidized ratio surface sèche wet end,108.095,,
Ingrédient : Starch oxidized ratio surface sèche — ligne papier,289.137,,
Ingrédient : Starch oxidized ratio tour formation,57.621,,
Ingrédient : Starch oxidized ratio wet end,409.523,,
Ingrédient : Starch oxidized ratio — ligne papier,210.326,,
Ingrédient : starch oxidized traitement surface (size press),452.306,,
Ingrédient : starch oxidized traitement surface (size press) (kg/t),82.08,,
Ingrédient : starch oxidized traitement surface (size press) kg/t papier,57.676,,
Ingrédient : starch oxidized traitement surface (size press) machine PM,396.463,,
Ingrédient : starch oxidized traitement surface (size press) ratio,466.088,,
Ingrédient : starch oxidized traitement surface (size press) tour formation,257.727,,
Ingrédient : starch oxidized traitement surface (size press) wet end,393.012,,
Ingrédient : starch oxidized traitement surface (size press) — ligne papier,37.782,,
Kraft pour sacs / Kraft_PM2 : Biocide ratio,318.384,,
Kraft pour sacs / Kraft_PM2 : defoamer ratio (Defoamer 1 (afranil)),338.982,,
Kraft pour sacs / Kraft_PM2 : Krofta Polymer ratio,20.961,,
Kraft pour sacs / Kraft_PM2 : Prestige cleaning aids Ratio (prestige),91.653,,
Kraft pour sacs / Kraft_PM2 : Retention aids ratio,371.443,,
Kraft pour sacs / Kraft_PM2 : Sizing Kraft (Agent collage ASA),131.269,,
Kraft pour sacs / Kraft_PM2 : Starch cationic ratio,180.392,,
Krofta Polymer ratio,200.208,,
Krofta Polymer ratio (Cannelure (Fluting) / Fluting),297.356,,
Krofta Polymer ratio (Cannelure (Fluting) / Fluting_PM3),388.423,,
Krofta Polymer ratio (kg/t),109.089,,
Krofta Polymer ratio (Kraft pour sacs / Kraft_PM2),415.198,,
Krofta Polymer ratio (SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft),219.195,,
Krofta Polymer ratio (TestLiner / Testliner),428.574,,
Krofta Polymer ratio (TestLiner Coloré / Test coloré),471.389,,
Krofta Polymer ratio kg/t papier,142.016,,
Krofta Polymer ratio machine PM,454.823,,
Krofta Polymer ratio ratio,207.7,,
Krofta Polymer ratio tour formation,275.517,,
Krofta Polymer ratio wet end,81.324,,
Krofta Polymer ratio — Cannelure (Fluting) / Fluting,8.12,,
Krofta Polymer ratio — Cannelure (Fluting) / Fluting_PM3,443.388,,
Krofta Polymer ratio — Kraft pour sacs / Kraft_PM2,16.98,,
Krofta Polymer ratio — ligne papier,11.28,,
Krofta Polymer ratio — SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft,139.366,,
Krofta Polymer ratio — TestLiner / Testliner,428.233,,
Krofta Polymer ratio — TestLiner Coloré / Test coloré,377.172,,
PAC,44.135,,
PAC (kg/t),257.336,,
PAC (SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft),41.252,,
PAC (TestLiner / Testliner),241.9,,
PAC (TestLiner Coloré / Test coloré),117.468,,
PAC coagulant tour de formation,106.28,,
PAC coagulant tour de formation (kg/t),116.272,,
PAC coagulant tour de formation kg/t papier,463.861,,
PAC coagulant tour de formation machine PM,224.659,,
PAC coagulant tour de formation ratio,70.39,,
PAC coagulant tour de formation tour formation,464.873,,
PAC coagulant tour de formation wet end,443.728,,
PAC coagulant tour de formation — ligne papier,236.257,,
PAC kg/t papier,86.076,,
PAC machine PM,127.353,,
PAC ratio,120.027,,
PAC tour formation,351.999,,
PAC wet end,450.434,,
PAC — ligne papier,259.531,,
PAC — SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft,426.287,,
PAC — TestLiner / Testliner,490.258,,
PAC — TestLiner Coloré / Test coloré,223.244,,
Polymère clarification flottation Krofta,428.003,,
Polymère clarification flottation Krofta (kg/t),493.964,,
Polymère clarification flottation Krofta kg/t papier,478.324,,
Polymère clarification flottation Krofta machine PM,113.177,,
Polymère clarification flottation Krofta ratio,436.269,,
Polymère clarification flottation Krofta tour formation,184.922,,
Polymère clarification flottation Krofta wet end,173.072,,
Polymère clarification flottation Krofta — ligne papier,327.006,,
Prestige cleaning aids Ratio (prestige),417.383,,
Prestige cleaning aids Ratio (prestige) (Cannelure (Fluting) / Fluting),36.014,,
Prestige cleaning aids Ratio (prestige) (kg/t),171.09,,
Prestige cleaning aids Ratio (prestige) (Kraft pour sacs / Kraft_PM2),379.762,,
Prestige cleaning aids Ratio (prestige) kg/t papier,385.639,,
Prestige cleaning aids Ratio (prestige) machine PM,41.793,,
Prestige cleaning aids Ratio (prestige) ratio,55.396,,
Prestige cleaning aids Ratio (prestige) tour formation,496.148,,
Prestige cleaning aids Ratio (prestige) wet end,202.3,,
Prestige cleaning aids Ratio (prestige) — Cannelure (Fluting) / Fluting,29.798,,
Prestige cleaning aids Ratio (prestige) — Kraft pour sacs / Kraft_PM2,388.291,,
Prestige cleaning aids Ratio (prestige) — ligne papier,431.397,,
Prestige nettoyage filtre / circuit,394.333,,
Prestige nettoyage filtre / circuit (kg/t),405.93,,
Prestige nettoyage filtre / circuit kg/t papier,38.514,,
Prestige nettoyage filtre / circuit machine PM,363.362,,
Prestige nettoyage filtre / circuit ratio,424.171,,
Prestige nettoyage filtre / circuit tour formation,136.973,,
Prestige nettoyage filtre / circuit wet end,364.947,,
Prestige nettoyage filtre / circuit — ligne papier,414.175,,
retention aids fines et charges,37.005,,
retention aids fines et charges (kg/t),106.796,,
retention aids fines et charges kg/t papier,326.107,,
retention aids fines et charges machine PM,204.063,,
retention aids fines et charges ratio,459.346,,
retention aids fines et charges tour formation,473.292,,
retention aids fines et charges wet end,151.764,,
retention aids fines et charges — ligne papier,25.894,,
Retention aids ratio,344.836,,
Retention aids ratio (Cannelure (Fluting) / Fluting),282.693,,
Retention aids ratio (Cannelure (Fluting) / Fluting_PM3),375.325,,
Retention aids ratio (kg/t),176.828,,
Retention aids ratio (Kraft pour sacs / Kraft_PM2),139.866,,
Retention aids ratio (SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft),56.489,,
Retention aids ratio (TestLiner / Testliner),474.666,,
Retention aids ratio (TestLiner Coloré / Test coloré),447.044,,
Retention aids ratio kg/t papier,266.378,,
Retention aids ratio machine PM,24.309,,
Retention aids ratio ratio,277.872,,
Retention aids ratio tour formation,457.205,,
Retention aids ratio wet end,473.849,,
Retention aids ratio — Cannelure (Fluting) / Fluting,59.109,,
Retention aids ratio — Cannelure (Fluting) / Fluting_PM3,174.967,,
Retention aids ratio — Kraft pour sacs / Kraft_PM2,497.716,,
Retention aids ratio — ligne papier,160.307,,
Retention aids ratio — SotiKraft / SotiKraft Coloré (KraftLiner) / Sotikraft,179.77,,
Retention aids ratio — TestLiner / Testliner,20.674,,
Retention aids ratio — TestLiner Coloré / Test coloré,498.17,,
Réf. recette — Agent de collage ASA Kraft pour sacs,482.031,,
Réf. recette — Agent de collage ASA Kraft pour sacs (kg/t),288.137,,
Réf. recette — Agent de collage ASA Kraft pour sacs kg/t papier,468.917,,
Réf. recette — Agent de collage ASA Kraft pour sacs machine PM,61.482,,
Réf. recette — Agent de collage ASA Kraft pour sacs ratio,24.547,,
Réf. recette — Agent de collage ASA Kraft pour sacs tour formation,476.161,,
Réf. recette — Agent de collage ASA Kraft pour sacs wet end,166.91,,
Réf. recette — Agent de collage ASA Kraft pour sacs — ligne papier,19.098,,
Réf. recette — Agent de rétention fines et charges,118.478,,
Réf. recette — Agent de rétention fines et charges (kg/t),26.45,,
Réf. recette — Agent de rétention fines et charges kg/t papier,330.864,,
Réf. recette — Agent de rétention fines et charges machine PM,423.947,,
Réf. recette — Agent de rétention fines et charges ratio,375.629,,
